Item code,Description,Lead time (Days)
Supplied Water,Mesquite Supplied Water,0
T-2000,"Tool - 3 x 3.25 (4 x 5) 128 Tooth 16""",14
T-2001,"Tool - 3 x 3.25 (4 x 5) 128 Tooth 16"" 3 x 3 SQ W/Radius Corners",14
T-2002,Tool - 4 x 3 (1 x 1) 102 Tooth,0
T-2003,Tool  - Sheeter 16 x 12.75 (1 x 1) 102 Tooth,0
T-2004,Tool - 2.75 x 4  (2 x 2) 64 Tooth,0
T-2005,"Tool - 7"" Delta Rotary Score Blade (2 x 1) 64 Tooth",0
T-2006,"Tool - 7"" Delta Rotary Score Blades off-center (2 x 1) 64 Tooth",0
T-2007,"Tool - 4 x 4.25"" (3 x 4) 136 Tooth 16"" Pace Special",14
T-2008,"Tool - 4 x 5.375"" (3 x 3)  128 Tooth 16"" Pace Rotary Special",14
T-2009,"Tool - 2 x 2.125"" (5 x 7) 119 Tooth 16"" Pace Special",14
T-2010,"TOOL-2 LEVEL DIE  96T, 8.75x6 (1X2) 10"" PACE OR DELTA 13",0
T-2011,"Tool - 4 x 4.25"" (3 x 4) 136 Tooth 16"" Pace Special",14
T-2012,"Tool  60 Tooth 1"" x 5"" (1 x 6)",14
T-2013,"Tool - 7"" 3.625 X 3.625 80T",28
T-2014,Tool - 2 x 1 64 Teeth,14
T-2015,Tool - 4 x 1  64 Teeth,14
T-2016,"Tool - 7"" Kiss Cut 63 Teeth (2 x 2)",14
T-2017,Tool,14
T-2018,Tool -  88 Tooth 4 x 4 Kiss Cut Poly Die,14
T-2019,Tool - RCR Metal/Metal 1 x 2 136 Teeth,14
T-2020,Tool - Kiss Cut Oval - 68 Tooth,14
T-2021,Tool - Metal to Metal Perimeter Cut - 68 Tooth,14
T-2022,"Tool - Kiss Cut 1.75"" Diameter 60 Teeth",14
T-2023,Tool - M/M Perimeter Cut 60 Tooth,14
T-2024,Tool - 2 x 1  2-Level 56 Teeth,14
T-2025,Tool - 3 x 1 2-Level 56 Teeth,14
T-2026,Tool - 2 x 1 2-Level 56 Teeth,14
T-2027,TOOL - CROSS KISS CUT 0.317 1 x 26 66 Teeth,14
T-2028,TOOL - LINEAL KISS 2.75 1 x 1 66 Teeth,14
T-2029,Tool - Underscore Kiss Cut 1 x 1 60 Teeth,14
T-2030,Tool - Top Kiss Cut 1 x 1 60 Teeth,14
T-2031,TOOL - Score Arglas 4X5 64 Tooth,14
T-2032,"7” SHEETER 56TH 1AC 2AR, 3.5” REPEAT",0
T-2035,KISSCUT 72T 1AC 6AR,14
T-2036,Tool - 72 Teeth 8 x 3,14
T-2037,SCORE (6.375) EXOPACK FOAM,14
T-2038,SCORE (4.375) EXOPACK FOAM,14
T-2039,TOOL-PRECEPT SHIELD,14
T-2039-2,TOOL - PRECEPT SHIELD,14
T-2040,TOOL-GROOVED IDLER ROLLER W/ 97T GEAR,14
T-2041,Tool - 6 x 6 (2 x 2),14
T-2042,"Tool - 7"" DELTA 2x2, 1 acr, 4 ar, 64 TG",14
T-2043,"Tool - 7"" DELTA 4x4, 1 acr, 2 ar, 64 TG",14
T-2044,TOOL-10 EMPI CUTTING TOOL 94 TG,14
T-2045,Tool - 1 x 1 64-Tooth,14
T-2046,TOOL SIMIO INNER PATTERN-70T,14
T-2047,TOOL SIMIO LOOP KISS CUT-70T,14
T-2048,TOOL SIMIO PERIMETER - 70T,14
T-2049,TOOL-LINEAL SCORE 64T,14
T-2050,TOOL-4X6 RCR PERIMETER 64T,14
T-2051,TOOL-PRECEPT SHIELD,14
T-2052,TOOL-PRECEPT CREASE DIE,14
T-2053,"TOOL- 10"" EMPI SHEETER TOOL 94 TG",14
T-2054,USE FOR NEXT TOOL,14
T-2055,"Tool - 1 x 3 63 Teeth Kiss Cut 7""",14
T-2056,"Tool - 7.0"" Perimeter Cut 63 teeth 1 x 3",14
T-2056-1,"Tool - 7.0"" Perimeter Cut 63 teeth 1 x 3",14
T-2057,Tool-m/m Spenco,14
T-2058,Tool-kiss cut-Spenco,14
T-2059,"TOOL-7"" LINEAL SCORE 64 TG 4.75""",14
T-2060,"TOOL-10"" LINEAL SCORE 64 TG 4.75""",14
T-2061,"TOOL-10"" LINEAL SCORE 64 TG 2.75""",14
T-2062,"TOOL-7"" LINEAL SCORE 64 TG 2.75""",14
T-2063,"TOOL-7"" DIAMETER TOOL KISS CUT, 80T",14
T-2064,Tool - 80 around,14
T-2065,Tool - 80 around,14
T-2066,Tool - 114 Teeth,14
T-2067,Tool - 80 Teeth,14
T-2068,Tool - 80 around,14
T-2069,"Tool - 7"" Special 80T",14
T-2070,Tool - 80 around,14
T-2071,Tool - 114 Teeth Metal to Metal Sheeter,14
T-2072,Tool - 88 Tooth Metal to Metal,14
T-2073,Tool - 88 Tooth Kiss Cut 2-Level,14
T-2074,Tool - 88 Tooth Kiss Cut,14
T-2075,Tool -  88 Tooth 4 x 4 Kiss Cut Poly Die,14
T-2076,"TOOL-7"" LINEAL SCORE 64 TG 1.22""",14
T-2077,"Tool-148T-10.0"" Perim. tool",14
T-2078,"Tool-148T-10.0""Score m/m",14
T-2079,"Tool-148T-10.0"" Kiss Cut",14
T-2080,"Tool -  7.0"" PERIMETER CUT 63 TOOTH",14
T-2080-1,"Tool - 7"" Kiss Cut 63 teeth (4 x 2.375)",14
T-2081,"Tool - 7"" 1 X 3 63 Teeth Kiss Cut",14
T-2082,"TOOL - 7"" LINEAL SCORE 64 TG 2.75""",14
T-2083,"TOOL - 7.0"" LINEAR SCORE 64T 2.75""",14
T-2084,"TOOL - 7"" LINEAL SCORE 64 TG 2.75""",14
T-2085,"TOOL-10"" LINEAL SCORE 64 TG 2.75""",14
T-2086,"TOOL - 10"" LINEAL 64T 2.75"" 2x1 Perimeter",14
T-2087,"TOOL 10.0"" LINEAL SCORE 64 TOOTH",14
T-2088,TOOL-FILTRX POUCH SHEETER,14
T-2089,TOOL-FILTRX LINEAL SCORE,14
T-2090,TOOL-FILTRX PERIMETER,14
T-2091,TOOL-BASTOS VIEGAS CREASE TOOL,14
T-2092,TOOL-BASTOS VIEGAS SHIELD,14
T-2093,TOOL-FILTRX WINDOW,14
T-2094,TOOL-FILTRX K/C NONWOVEN,14
T-2095,"TOOL-7"" SHEETER 1"" 64TG 8 AROUND",0
T-2096,"TOOL - 3.62"" DIA KISS CUT 7"" TOOL, 90T",14
T-2097,"TOOL - 2.38X2.38"" KISS CUT 7"" TOOL, 90T",14
T-2098,"TOOL - 2.13""X2.13"" METAL TO METAL 7"" DIE 90TG",14
T-2099,"TOOL - 3.75""X3.75"" METAL TO METAL 7"" DIE 90TG",14
T-2100,TOOL-ACTIVATEK 0.625 CIRCLE DIE,14
T-2101,Tool - 1 X 2 68 Teeth,14
T-2102,TOOL-Medline Carrington DIE,14
T-2103,TOOL-Medline Carrington DIE,14
T-2104,"Tool - 7"" 4 x 4 80 Teeth",14
T-2105,Tool - ADROIT Kiss Cut 76 Teeth,14
T-2106,Tool - ADROIT SLITTER 76 Teeth,14
T-2107,Tool - .375 SLITTER 76T,14
T-2108,TOOL-SMALL TULIP PERIMETER,14
T-2109,TOOL-SMALL TULIP PAD,14
T-2110,TOOL-MEDIUM TULIP PERIMETER,14
T-2111,TOOL-MEDIUM TULIP PAD,14
T-2112,TOOL-LARGE TULIP PERIMETER,14
T-2113,TOOL-LARGE TULIP PAD,14
T-2114,TOOL-HYDROCOLLOID SCORE DIE,14
T-2115,TOOL-6.25X8 RCR PERIMETER 64T,14
T-2116,TOOL-MEDTECH SUCTION PORT DIE,14
T-2117,TOOL-4X5 DRY EDGE SCORE DIE,14
T-2118,"TOOL 7.0"" KISS CUT  63 TOOTH (2 x 2)",14
T-2119,"TOOL 7.0"" KISS CUT 63 TOOTH Front Slit",14
T-2119-1,"TOOL 7.0"" KISS CUT 63 TOOTH Front Slit",14
T-2119-2,KISSCUT W/FRONT SLIT T-63 AC-1 AR-3,0
T-2120,TOOL-1X3 PERIMETER 63TEETH,14
T-2121,"Tool - 63T 7"" Perimeter 4""x2.375""",28
T-2122,"TOOL - 7"" LINEAL SCORE 64 TG 2.75""",14
T-2123,"TOOL-7"" LINEAL SCORE 64 TG 2.75""",0
T-2124,"Tool - 7"" LINEAL SCORE 64T 2.75""",14
T-2125,2.75 T-64 AC-2 AR-1,0
T-2126,"TOOL-10"" WINDOW KISSCUT 63T 1X3 PERIMETER",0
T-2127,"Tool - 10"" WINDOW FRONT SLIT 63T 1x3 Perimeter",0
T-2128,"TOOL -  10"" 63 TOOTH SHAPE DIE",28
T-2129,"TOOL 10.0"" PERIMETER CUT 63 TOOTH",14
T-2130,"TOOL-10"" LINEAL SCORE 64T 2.75""",28
T-2131,"TOOL -10"" LINEAL SCORE 64T 2.75"" OFFCENTER",0
T-2132,7” MEDLINE 2X3 WINDOW KISSCUT 63TH 1AC 3AR,0
T-2133,7” MEDLINE 2X3 WINDOW KISSCUT 63TH 1AC 3AR,0
T-2134,WINDOW KISSCUT 63T 1AC 1AR,14
T-2135,"2X2 ThinFlim Window(Medline) 10"" Tool 63TG",14
T-2136,TOOL-4X5 KISS CUT WINDOW,14
T-2137,Tool - 2 X 1 64 Teeth,14
T-2138,Tool - 2 X 1 64 Teeth,14
T-2139,Tool - 1 X 2 68 Teeth,14
T-2140,Tool - 1 X 2 68 Teeth,0
T-2141,Tool - 1 X 2 68 Teeth,14
T-2142,6X8 THIN FILM PERIMETER 68TH 1AC 2 AR,0
T-2143,Tool - 2 X 1 64 Teeth,14
T-2144,Tool - 2 X 1 64 Teeth,14
T-2145,Tool - 1 X 2 68 Teeth,0
T-2146,Tool - 1 X 2 68 Teeth,14
T-2147,Tool - 1 X 2 68 Teeth,14
T-2148,Tool - 1 X 2 68 Teeth,14
T-2149,Tool - 1 x 2 68T Perimeter,14
T-2150,Tool - Score 72T,14
T-2150-1,Tool - 12 X 1 x 72 Teeth,14
T-2151,Tool - 1 X 18 X 63 Teeth,14
T-2151P,Tool - WHATMAN COMPRESSION DIE,14
T-2152,Tool - 12 X 1 X 72 Teeth,14
T-2153,TOOL- 1/4X3 MEDISTRIP PERIMETER DIE,14
T-2154,TOOL- 1/4X3 MEDISTRIP LINEAL SCORE DIE,14
T-2155,TOOL- 1/4X3 MEDISTRIP UNDER SCORE DIE,14
T-2156,TOOL-NICOSPAN SCORE 1.0 IN,14
T-2158,"TOOL-10"" SHEETER TOOL 81T, 2.531""",14
T-2159,TOOL-NICOSPAN SHEETER 1.25 IN,14
T-2160,3x1.5 72T 2AC 3AR,14
T-2161,Metal to Metal 72T 2AC 3AR,14
T-2163,Metal to Metal 3X3 72T 1AC 3AR,0
T-2164,Tool - LINIEAL SLIT 72 TOOTH,14
T-2165,Tool - Lineal Score 72 Tooth,14
T-2166,"Tool  - 1"" Removable Blade Sheeter 12 AR",0
T-2167,"TOOL - 7"" MEDLINE TUBE HOLDER M/M DIE-SHAPE",14
T-2168,"TOOL - 7"" MEDLINE TUBE HOLDER K/C DIE-SHAPE",14
T-2169,Tool - Scoring,28
T-2172,2.0x4.0 M/M 64T 2AC 2AR,0
T-2173,Tool - COMUNDIAL LNR SCORE,28
T-2174,"7"" WINDOW TOOL KISSCUT 63T 1AC 3AR",0
T-2175,Tool  - PNEUMATIC SLITTER,0
T-2176,Tool  - KISS CUT ANCHOR TEMPLATE,0
T-2178,TOOL-4X5 DRY EDGE MACHINE SHARPENED DIE,14
T-2178B,TOOL-4X5 DRY EDGE MACHINE SHARPENED DIE (ALT),14
T-2179,TOOL-4X5 DRY EDGE WAVY MACHINE SHARPENED DIE,14
T-2180,Tool - 21mg Nicoderm Wavy Score  60T,14
T-2181,"TOOL-3"" CIRCLE DIE 106T",14
T-2182,"TOOL-SHEETER 13.25"" 106T Pace",14
T-2183,"Tool - Perimeter 1 x 1 (105 CAVITY) 16"" Pace 102 Tooth",0
T-2184,"TOOL-SHEETER 12.75"" 102T 1 x 1 16"" Pace",0
T-2185,TOOL-KISS CUT ADH CENTER,14
T-2186,TOOL-KISS CUT OVERLAPPED LINER,14
T-2187,TOOL- M/M 0.60 DIA,14
T-2188,4.625 DIA 80T 1AC 2AR,14
T-2189,KISSCUT 64T 1AC 1AR,14
T-2190,"TOOL-7"" M/M TOOL - SPECIAL - 64 TG",14
T-2191,"TOOL-7"" M/M TOOL - MICRO PERF SPECIAL - 64 TG",14
T-2192,"TOOL-7"" M/M TOOL - SPECIAL - 64 TG",14
T-2193,"TOOL-7"" K/C LINEAL SCORING TOOL - 64 TG",14
T-2194,"TOOL - 10"" ANVIL 1.989"" diam 50T Medtech",0
T-2196,4X4.75 RCR METAL TO METAL 96 T 1AC 1AR,0
T-2198,"TOOL-7"" 4 x 4.75 RCR TOOL - 96 TG",14
T-2199,TOOL-NICOSPAN SCORE 0.875 IN,14
T-2200,TOOL-LARGE/HOLE KISS CUT 86T,14
T-2201,TOOL- MILLIPORE CIRCLE DIE 0.472 DIA,14
T-2202,TOOL- MILLIPORE PERIMETER DIE,14
T-2203,TOOL-FLEX MEDICAL KISS CUT WINDOW,14
T-2203-1,"T-68 AC-1 AR-2 7""",14
T-2203-2,"T-68 AC-1 AR-2    7""",14
T-2204,TOOL-FLEX MED KISS CUT ADH CENTER,14
T-2205,TOOL-FLEX MED KISS CUT OVERLAPPED LNR,14
T-2205B,2.25 X 2.75 68T 1AC 2AR,0
T-2206,TOOL- FLEX MED PERIMETER,14
T-2207,TOOL-FLEX MED KISS CUT ADH CENTER (RCR),14
T-2208,Tool- Lineal Score(Adjustable) 72 Tooth,14
T-2209,"TOOL-7"" 2.375 x 3.25 RCR TOOL - 76 TG",14
T-2210,"Lineal Score 64 TG, 2Ac, 8 Ar 7"" Tool",14
T-2211,Tool - 7mg Nicoderm Wavy Score  64T,14
T-2212,"TOOL-7"" M/M-MEASUREMENT SPLTY SHAPE 69 TG",14
T-2213,"TOOL - 10"" M/M TOOL - 4X3 RCR 102 TG",14
T-2214,"TOOL - 10"" M/M TOOL - 4.75X6 RCR 100 TG",14
T-2215,KISSCUT 4.5X5 120T 1AC 3AR,14
T-2216,METAL TO METAL 4X4.75 120T 1AC 1AR,14
T-2217,KISSCUT UNDERCUT 120T1AC 3AR,14
T-2218,"TOOL - 7"" M/M TOOL - SPECIAL 87 TG",14
T-2219,"TOOL - 7"" K/C TOOL - SPECIAL 87 TG",14
T-2220,"TOOL - 7"" M/M TOOL - SPECIAL PERIMETER 87 TG",14
T-2221,"Tool - 7"" Special 87T",28
T-2222,"Tool - 7"" Special 87T",28
T-2223,"TOOL - SPENCO T-Shaped Adh Knit Scoring Die, 84 TG",14
T-2224,"TOOL - SPENCO T-Shaped Adh Knit Perimeter Die, 84 TG",14
T-2225,"Tool - 7"" Lineal Score 56T",0
T-2226,"Tool - 13"" 0.75 X 2.25 80T",14
T-2227,"Tool - 13"" 0.2 X 2 80T",14
T-2228,TOOL - K/C TOOL - SPECIAL,14
T-2229,TOOL - M/M TOOL - SPECIAL,14
T-2230,"TOOL - 13"" K/C MegaLift Nasal Strip Cavity Cut",14
T-2231,"TOOL - 13"" K/C MegaLift Nasal Strip Spring Cut",14
T-2232,"TOOL - 13"" M/M MegaLift Nasal Strip Slit Cut",14
T-2233,"TOOL - 13"" M/M MegaLift Nasal Strip Perim Cut",14
T-2234,"TOOL - 13"" M/M MegaLift Nasal Strip Liner Cut",14
T-2235,"TOOL - 13"" M/M MegaLift Nasal Strip Pouch Cut",14
T-2236,TOOL - K/C TOOL - SPECIAL PERIMETER,14
T-2237,TOOL - M/M TOOL - SPECIAL SLITTING,14
T-2238,MML Whatman Omni Swab Pad Thickness Measuring Gauge,14
T-2239,TOOL - Lineal Score 64 TG - Plasto,14
T-2240,Tool - 2 LEVEL SCORES/ 1 SLITTER 72 Teeth Adj,14
T-2241,"Tool - 10"" K/C Lineal Score 64TG 4 x 1",14
T-2242,"Tool - 10"" M/M 2x2 RCR Perimeter 64TG 4 acr x 4 ar",14
T-2244,"Tool - 13"" K/C Spenco Hydrogel Island Cut",14
T-2245,"Tool - 13"" M/M RJR Soluable Strip Perimeter Die, 77 TG",14
T-2246,"Tool - 13"" M/M RJR Crease Die, Male, 100 TG",14
T-2247,"Tool - 13"" M/M RJR Crease Die, female, 100 TG",14
T-2248,"Tool - 10"" Delta 2 Level Inner Foam Die, 62 TG",14
T-2249,"Tool - 10"" Delta K/C Outer Foam Die, 62 TG",14
T-2250,"Tool - 10"" Delta 2 Level Tan Patch Die, 62 TG",14
T-2251,"Tool - 10"" Delta M/M Card Perimeter Die, 62 TG",14
T-2252,"Tool - 10"" Delta M/M Liner Score Die, 62 TG",14
T-2253,"Tool - 7"" Delta M/M Large Dot Perf/Sheeter Die, 96 TG",14
T-2254,"Tool - 18"" Delta M/M Pouch Die, 150 TG",14
T-2255,"Tool - 13"" M/M RJR Pouch Perimeter Die, 100 TG",14
T-2256,"TOOL- 7"" K/C Harmac 0.39"" circles, 72 TG",14
T-2257,"TOOL- 7"" K/C Harmac 0.63"" circles, 72TG",14
T-2258,"TOOL- 7"" M/M Harmac Slitter, 72TG",14
T-2259,"Tool - 7"" Delta K/C Large Dot Die, 96 TG",14
T-2261,"10"" Adjustable Slitter 72T",28
T-2261-1,"10"" Adjustable slitter 72T",0
T-2262,"Tool- 7"" M/M Medline Special 1.75x2.25 cutout",28
T-2263,"Tool - 10"" Delta, Liner Score Die, 81TG",14
T-2264,"Tool - 10"" Delta, Foam Inner Die, 81TG",14
T-2265,"Tool - 10"" Delta, D/C Liner Die, 81TG",14
T-2266,"Tool - 10"" Delta, Battery Hole Die, 81TG",14
T-2267,"Tool - 10"" Delta, Foam Outer Die, 81TG",14
T-2268,"Tool - 10"" Delta, Tan Liner Die, 81TG",14
T-2269,"Tool - 10"" Delta, Tan Perimeter Die, 81TG",14
T-2270,"Tool - 10"" Delta, Final Card Die, 81TG",14
T-2271,"Tool - 18"" Delta M/M Pouch Die, 120 TG",14
T-2272,"Tool - 7"" Delta M/M Absorbent Pad Die, 80 TG",14
T-2273,"Tool - 7"" M/M CCI PHARMA  2.76"" x 0.70""",14
T-2274,"Tool- 7"" K/C CCI PHARMA 0.24"" CIRCLE",14
T-2275,Inner Cut Special Shape  114T  SAM Medical,14
T-2276,Male Heated Special Shape 114T SAM Medical,14
T-2277,Female Anvil Special Shape 114T SAM Medical,14
T-2278,4.25 x 4.25  68T,14
T-2279,"5.0"" x 10.0""   81T",14
T-2280,".875"" 2 Level-Score/Slitter",14
T-2281,"TOOL - 7.0"" DELTA .85"" SHEETER 68T",14
T-2282,"TOOL - 7.0"" 2 LEVEL AIR EJECT 68T",14
T-2283,Special Shape EMPI Insulator Foam,14
T-2284,Special Shape EMPI Insulator Foam,14
T-2285,"1.25"" x 1.25""   60T Outer Cut  Red River",14
T-2286,"1.0"" x 1.0"" 60T Inner Cut Red River",14
T-2288,TOOL 3.75X3.75 RCR  K/C MPM 124T,14
T-2289,TOOL 6X8 RCR K/C MPM 130T,14
T-2290,TOOL-8.5 X 17.31 GENERAL ECONOPAK SHIELD,14
T-2291,"Tool - 10""  0.75"" Diameter Circle 54T",28
T-2295,Tool - KISS CUT ADHESIVE PATCH  68T,28
T-2296,"Medline - 2 Level (2.125""Slit & .125"" Score)",28
T-2297,"Medline - 2 Level (0.875"" Slit & .125"" Score)",28
T-2298,"TOOL - 7"" SHEETER TOOL 80T, 2.5""",14
T-2299,"TOOL - 7"" M/M 4X5 RCR, 1 ACR X 2 AR, 80 TG",14
T-2300,"TOOL - 7"" M/M 6X7.5 RCR, 1 ACR X 2 AR, 120 TG",14
T-2301,"TOOL - 7"" SHEETER TOOL 96T, 6""",14
T-2302,"TOOL - 7"" M/M 4X8 RCR, 1 ACR X 1 AR, 64 TG",14
T-2303,"TOOL - 7"" SHEETER TOOL 68T, 4.25""",14
T-2304,"TOOL - 7"" M/M 6x6 RCR, 1 ACR X 2 AR, 96 TG",14
T-2305,TOOL-4X5 DRY EDGE HAND SHARPENED DIE,14
T-2305-C,4.75 T-68 AR-1 AC-1,0
T-2305B,TOOL-4X5 DRY EDGE HAND SHARPENED DIE,14
T-2305C,"TOOL - 7"" LINEAL SCORE 4.75"" 68T (1x1 Perimeter)HARMAC",0
T-2306,TOOL- 4x10 perimeter 80T,0
T-2307,"TOOL-8"" Sheeter 64T",0
T-2308,4 X 4 64T 1AC 2AR,14
T-2310,"TOOL-1.0"" LNR CUT LRG  92T",14
T-2311,TOOL- 2.2X.25 POLY  LRG  92T,14
T-2312,TOOL-  2.7 X .813 PERIM LRG  92T,14
T-2313,TOOL- 2.5X3.5625 PCH LRG.  114T,14
T-2314,TOOL- .963 LNR CUT  SM/MD  78T,14
T-2315,"TOOL- .2"" X 1.82""  POLY SMALL  78T",14
T-2316,"TOOL- .713"" X  2.26"" PERIM SMALL  78T",14
T-2317,"TOOL- 2.5"" X 3.5"" PCH SM/MD  114T",14
T-2318,"TOOL- 6.125"" x 7"" 112T 10""",0
T-2319,"TOOL -16"" K/C 1.75"" Dia, 6 ACR X 6 AR, 98 TG",0
T-2320,"TOOL- 1.0"" LNR CUT LRG  92T",0
T-2321,TOOL- 2.2X.25 POLY  LRG  92T,0
T-2322,TOOL- 2.7 X .813 PERIM LRG  92T,0
T-2323,TOOL- 2.5X3.5625 PCH LRG  114T,0
T-2324,TOOL- .963 LNR CUT SM/MD  78T,0
T-2325,"TOOL- .2"" X 1.82"" POLY SMALL  78T",0
T-2326,"TOOL- .713"" X 2.26""  PERIM SMALL 78T",0
T-2327,"TOOL- 2.5"" X 3.5""  PCH SM/MD  114T",0
T-2328,TOOL- 4.155 (2 LVL)  71T,0
T-2329,TOOL- MALE SLUG PUSHER  71T,0
T-2330,TOOL- FEMALE CHANNEL  71T,0
T-2331,"TOOL- 8.875"" SHEETER  71T",0
T-2332,"Covidien 2"" Repeat full width blade",0
T-2333,"Covidien 4"" Repeat full width blade",0
T-2334,"Covidien 2.625"" Repeat full width balde",0
T-2334-1,"Covidien 2.625""  Sheeter 63T  2"" x 3"" Perimeter",14
T-2335,"Covidien 4.5625"" Repeat full width blade",0
T-2336,"Covidien 1.25"" Repeat full width blade",0
T-2337,Covidien Telfa pad 2x3.75,0
T-2338,"Covidien 2.5"" Repeat full width blade",0
T-2339,"Covidien 2"" Repeat full width blade",0
T-2339-1,"10"" DELTA T-64 AC-1 AR-4",0
T-2340,"TOOL- 2.0"" 2 LVL PSS  80T",0
T-2341,"TOOL- 2.0"" PERF PSS  80T",0
T-2342,TOOL- 2 LVL SCORE/SLIT PSS  80T,0
T-2343,"TOOL- 2.0"" PERF PSS  80T",0
T-2344,TOOL- 2 LVL SCORE/SLIT PSS  80T,0
T-2345,M/M Perim 4x3.5,0
T-2346,TOOL- Millipore Alignment hole/slot M/M 102T,0
T-2346-1,"TOOL- Millipore Alignment hole/slot M/M 102T 7""",0
T-2347,TOOL- Millipore Cards 2 LVL 102T,0
T-2348,"10” ADJ SLITTER, 72TH, 1 BLADE",14
T-2349,TOOL - Millipore KC Channels 102T,0
T-2349-1,TOOL - Millipore KC Channels 102T,0
T-2350,TOOL - Millipore Mesh hole 102T,0
T-2351,TOOL - Millipore KC Alignment Hole/Slot 102T,0
T-2352,TOOL - Millipore 2 LVL Cards 102T,0
T-2353,TOOL- MEASURMENT SPEC. HEART W/PERF 69T,0
T-2354,TOOL - DERMA CATH STRIP PATCH  66T,0
T-2355,"TOOL - DERMA LINER SLITTER 1.3438""  60T",0
T-2356,TOOL - HARMAC ADH. WINDOW 68T,0
T-2356-1,TOOL - HARMAC ADH. WINDOW,0
T-2356-2,TOOL - HARMAC ADH. WINDOW,0
T-2357,TOOL - HARMAC CIRCLE  68T,0
T-2359,TOOL - S.EAGLE NV SMALL PERIM  76T,0
T-2360,TOOL - S.EAGLE NV SMALL SCORE 76T,0
T-2361,TOOL - DB NASAL SMALL POLT SLITTER 76T,0
T-2362,TOOL - DB NASAL SMALL POLY GUIDE,0
T-2363,TOOL - S.EAGLE NV LRG PERIM  92T,0
T-2364,TOOL - S.EAGLE NV LRG SCORE  92T,0
T-2365,TOOL -  DB NASAL LRG POLY SLITTER 92T,0
T-2366,TOOL - DB NASAL LRG POLY GUIDE,0
T-2367,TOOL - S.EAGLE NV MEGA PERIM  84T,0
T-2368,TOOL - S.EAGLE NV MEGA SCORE  84T,0
T-2369,TOOL - S.EAGLE NV MEGA POLY SLITTER  84T,0
T-2370,TOOL - S.EAGLE MEGA POLY GUIDE,0
T-2371,TOOL - Millipore Channels,0
T-2371-1,TOOL - Millipore Channels,0
T-2372,"TOOL - COVIDIEN 4.75"" Sheeter",0
T-2372-1,"4.75"" 76 2 2 COVIDIEN",0
T-2372-3,"COVIDIEN 4.75"" Sheeter 76T",0
T-2373,".775 T-76 AC-4 AR-4 S.EAGLE 7""",0
T-2374,".74 T-92 AC-4 AR-1 S.EAGLE 7""",0
T-2375,".90 T-84 AC-4 AR-4 S.EAGLE 7""",0
T-2376,"TOOL - GWM 16"" PACE 4""X4"" DEEP CAVITY",0
T-2377,"TOOL - GWM 16"" PACE 4""X5"" DEEP CAVITY",0
T-2378,"TOOL - Covidien 2.75"" Repeat full width balde",0
t-2379,"TOOL - Covidien 2.75"" Repeat full width blade and Slit",0
T-2379-1,"TOOL- Covidien 2.75""  Sheeter 10"" 88T (2x4 Perimeter)",0
T-2382,GAME FACE - Super Fan Face 2 LVL-AIR EJECT 120T,0
T-2383,"T-120 AC-1 AR-1 GAME FACE 10""",0
T-2384,GAME FACE - LINER SCORE  120T,0
T-2385,"TOOL - S.EAGLE NBE LARGE PERIM  88T  10.0""",0
T-2385-7,"TOOL - DB NASAL LARGE PERIM  88T  7.0""",0
T-2386,"TOOL - S.EAGLE NBE LARGE P/S SCORE  88T   10.0""",0
T-2386-7,"TOOL - DB NASAL LARGE P/S SCORE  88T   7.0""",0
T-2387,GAME FACE - 3 TAB PERIM.  120T,0
T-2388,GAME FACE - FULL Face 2 LVL-AIR EJECT 120T,0
T-2389,"TOOL - GWM 16"" PACE 2""X2.125"" DEEP CAVITY",0
T-2390,2x2 Silicone Window cut out tool,0
T-2391,2x2 Foam Cut out tool,0
T-2392,4x4 Final Perimeter die,0
T-2393,4x4 Silicone Window cut out tool,0
T-2394,4x4 Foam Cut out tool,0
T-2395,6x6 Final Perimeter die,0
T-2396,TOOL - S.EAGLE NBE SM/MD PERIM.  74T,0
T-2397,TOOL - DB NASAL SM/MD CROSS SCORE  74T,0
T-2398,TOOL - S.EAGLE NBE MEGA PERIM,0
T-2399,TOOL - S.EAGLE NBE MEGA CROSS SCORE,0
T-2400,"13"" Across, 9.875"" Repeat Sheeter Tool",0
T-2401,"P/S SCORE LINEAR 1.88""",0
T-2402,"P/S CROSS BLADE 1""",0
T-2403,TOOL - PHARMCHEM PERIM W/HOLE,0
T-2403SC,TOOL - PHARMCHEM PU FILM SCORE MACHINE SHARPEN,0
T-2404,"4""x4"" Stratasorb Gentle Silicone Window cut out",0
T-2405,"6""x6"" Stratasorb Gentle Silicone Window cut out",0
T-2406,"4""x10"" Stratasorb Gentle Silicone Window cut out",0
T-2407,"4""x14"" Stratasorb Gentle Silicone Window cut out",0
T-2408,"3""x3"" Stratasorb Gentle Silicone Window cut out",0
T-2409,"3""x3"" Stratasorb Gentle Sheeter",0
T-2410,"3""x3"" Stratasorb Gentle Perimeter",0
T-2411,"4""x8"" Stratasorb Gentle Silicone Window cut out",0
T-2412,"4""x8"" Stratasorb Gentle Sheeter",0
T-2413,"4""x8"" Stratasorb Gentle Perimeter",0
T-2414,TOOL - SM. TRIANGLES IV SITE  74T,0
T-2415,TOOL - LONG RECTANGLES SONT  IV SITE  74T,0
T-2415-S,TOOL -  LONG TRIANGLES IV SITE SILC  74T,0
T-2416,TOOL -  TRIANGLE PAD IV SITE  74T,0
